Question_id,score,answers
6,3,الرزق هو كل ما يحتاجه الإنسان للعيش براحة
6,2,الرزق هو اللهبة التي تضيء حياة الإنسان وتسهم في سعادته
6,2,كل ما يأتي من الله للفرد سواء كان ذلك في مجال الصحة أو المال أو العلم
6,2,الرزق هو النعمة التي لا يمكن للإنسان أن يحصل عليها بمفرده دون إرادة الله
6,3,كل ما يحتاجه الإنسان للعيش بكرامة هو جزء من الرزق
6,2,الرزق هو ما يمكن الإنسان من تحقيق أهدافه وتطوير حياته
6,2,الرزق هو الثقة التي يضعها الله في عباده ليتحملوا مسؤوليات الحياة
6,2,الرزق هو مظهر من مظاهر رحمة الله التي تشمل جميع جوانب حياة الإنسان
6,2,الرزق هو النعمة التي يجب على الإنسان أن يشكر الله عليها بكل حال
6,3,كل ما يأتي بفضل الله في حياة الإنسان يعتبر جزءًا من الرزق
6,3,الرزق هو اللهبة الحية التي تحافظ على حياة الإنسان
6,3,كل ما يأتي بفعل إرادة الله وبركة رحمته يعد جزءًا من الرزق
6,3,الرزق هو القوة التي تمكن الإنسان من التغلب على التحديات في حياته
6,3,الرزق هو النعمة التي تأتي من الله دون أن يكون للإنسان دور في اختيارها
6,3,الرزق هو الطاقة التي يحصل عليها الإنسان ليواجه تحديات الحياة
6,3,كل ما يسهم في تحسين جودة حياة الإنسان هو نتيجة لإرادة الله ورزقه
6,2,الرزق هو السلام والرضا الذي يشعر به الإنسان عندما يكون مقبولًا عند الله
6,3,الرزق هو النعمة التي تظهر في حياة الإنسان على شكل فرص وتحديات
6,3,الرزق هو الثقة التي يمنحها الله للإنسان ليحقق أهدافه وطموحاته
6,3,الرزق هو الحب والدعم الذي يأتي من الله ويجعل الحياة أكثر إشراقًا
6,2,الرزق هو الفرصة التي يمنحها الله للإنسان ليحقق أحلامه وطموحاته
6,3,كل ما يأتي بإرادة الله وبركة رحمته يعتبر رزقًا للإنسان
6,1,الرزق هو السرور والسعادة التي يشعر بها الإنسان عندما يكون على خير
6,3,كل ما يأتي من الله ويجعل حياة الإنسان أفضل هو جزء من الرزق
6,1,الرزق هو النعمة التي يحملها الإنسان في قلبه ويعيشها في حياته
6,0,الرزق هو الحصول على القوة السحرية والأعمال الشيطانية
6,0,الاعتماد على الحظ والأبراج الفلكية
6,0,الرزق هو القوة الجسدية والتضحية بالصحة من أجله
6,0,السيطرة على الآخرين واستغلالهم
6,0,الرزق هو الانتقام والإيذاء لأعدائك
6,0,هو الاحتكار والاستيلاء على موارد الآخرين
6,0,الرزق هو الحصول على الأمور بواسطة السحر والشعوذة
6,0,الرزق هو الاعتماد على القوى الخارقة والأرواح
6,0,الاستغلال الاقتصادي والاحتكار التجاري
6,0,العبادة والانقياد الكامل للقوى الخارقة
6,0,الاستخدام السلبي للعلوم والتكنولوجيا
6,0,الاستغلال البشري والعبودية الاقتصادية
6,0,الرزق هو العبادة للأرواح الشريرة والكائنات الخارقة
6,0,الرزق هو الاستغلال الاجتماعي والظلم الاقتصادي
6,0,الرزق هو الاستغلال البيئي وتدمير الموارد الطبيعية
6,0,هو الاعتماد على الأموال المنهوبة والمال الغير مشروع
6,0,الرزق هو الاعتماد على الألعاب المقامرة والقمار
6,0,الرزق هو السيطرة والقوة على الآخرين
6,0,الرزق هو الاستمتاع بالمتع الحرام
6,0,الرزق هو الحصول على الأمور بدون جهد
7,5,الرياء هو قيام الإنسان بأعمال صالحة بهدف أن يشاهدها الناس ويحصل على إعجابهم
7,5,في المفهوم الديني، يُعرف الرياء بأداء العبادات بهدف إظهارها للناس لنيل إعجابهم والحصول على تقديرهم
7,5,الرياء يعبر عن التضليل في أداء الأعمال الصالحة لغرض الحصول على إعجاب الناس وليس لله
7,5,يُعتبر الرياء مخالفة للنيّة الصافية في أداء العبادات، حيث يجب أن تكون النية لله وحده
7,5,في اللغة، يعني الرياء قصد الإنسان للقيام بأعمال لفت انتباه الناس وليس انطلاقاً من إيمانه الحقيقي
7,5,الرياء يظهر عندما يكون الإنسان يرغب في إظهار فعل الخير للناس دون أن يكون قلبه صافياً لله
7,5,في المعنى الشرعي، الرياء يعبر عن القيام بالأعمال لنيل رضا الناس وليس لله
7,4,الرياء يعد نوعًا من النفاق، حيث يظهر الإنسان صورة خاطئة عن نيته الحقيقية في أداء العبادات
7,4,الرياء يتعارض مع مفهوم الإخلاص والإيمان الحقيقي في العبادة
7,4,في السياق الإسلامي، يُحذر من الرياء ويشدد على أهمية الإخلاص في الأعمال الدينية
7,4,الرياء يظهر عندما يكون هدف الإنسان هو إرضاء الناس دون أن يكون همه إرضاء الله
7,4,في القرآن الكريم والسنة النبوية، يتم التأكيد على ضرورة الإخلاص في الأعمال وتجنب الرياء
7,4,الرياء يعبر عن السعي لتحقيق مظهر خارجي صالح أمام الناس دون اهتمام بالنية الحقيقية
7,4,يُعتبر الرياء من السلوكيات الخاطئة والمذمومة في الإسلام
7,2,في المفهوم الشرعي، يعتبر الرياء فشلًا في الالتزام بالإيمان والإخلاص
7,2,الرياء يشير إلى تناقض بين الظاهر والباطن في الأعمال الدينية
7,2,الرياء ينطوي على تضليل الناس بصورة غير صحيحة حول نوايا الفرد في أداء العبادات
7,2,في الفقه الإسلامي، يتم تحديد صحة العمل بناءً على النية الصافية والإخلاص لله وحده
7,2,الرياء يعبر عن انحراف النية عن الهدف الحقيقي للعبادة
7,2,الرياء يشمل إظهار العبادات للناس بغية الحصول على الشهرة والإعجاب
7,2,في السياق الإسلامي، يُعتبر الرياء إثمًا يؤثر على صحة الأعمال الدينية
7,2,الرياء يعبر عن القصد الخاطئ في أداء الأعمال الدينية
7,2,الرياء يعكس ضياع النية الصافية والإخلاص في العبادة
7,2,في الإسلام، يتم التأكيد على أهمية الإخلاص في الأعمال الدينية وتجنب الرياء
7,2,الرياء يعبر عن رغبة الإنسان في الحصول على إعجاب الناس على حساب رضى الله
7,2,الرياء يؤدي إلى فقدان قيمة الأعمال الدينية ويجعلها باطلة
7,1,الرياء يعبر عن عدم الالتزام بالنية الصافية في الطاعات
7,1,الرياء يتعارض مع مفهوم السرية في العبادات والأعمال الخيرية
7,1,الرياء يعبر عن استخدام الدين لأغراض شخصية واجتماعية
7,1,في الإسلام، يُحذر من الرياء ويشجع على النية الصافية في الطاعات
7,1,الرياء يشمل تضليل الناس بظهور صورة غير حقيقية عن الفرد في أداء العبادات
7,1,في الفقه الإسلامي، يُعتبر الرياء خيانة للنية الصافية والإخلاص
7,1,الرياء يعبر عن التناقض بين السلوك الظاهر والنية الخفية في العبادات
7,1,الرياء يعد من السلوكيات المرفوضة والتي تتنافى مع القيم الدينية
7,3,في الفهم الشرعي، الرياء يعبر عن انحراف النية عن الطريق الصحيح في العبادات
7,3,الرياء يظهر عندما يكون هدف الإنسان هو إظهار فضيلته للناس دون أن يكون قلبه خالصًا لله
7,3,الرياء يعبر عن تشويه العبادات بهدف الحصول على إعجاب الناس
7,3,في السياق الإسلامي، يُعتبر الرياء إثمًا يؤثر على صحة الأعمال الدينية
7,3,الرياء يعكس ضياع النية الصافية والإخلاص في العبادة
7,3,في الإسلام، يتم التأكيد على أهمية الإخلاص في الأعمال الدينية وتجنب الرياء
7,3,الرياء يعبر عن رغبة الإنسان في الحصول على إعجاب الناس على حساب رضى الله
7,3,الرياء يؤدي إلى فقدان قيمة الأعمال الدينية ويجعلها باطلة
7,3,الرياء يعبر عن عدم الالتزام بالنية الصافية في الطاعات
7,3,الرياء يتعارض مع مفهوم السرية في العبادات والأعمال الخيرية
7,3,الرياء يعبر عن استخدام الدين لأغراض شخصية واجتماعية
7,3,في الإسلام، يُحذر من الرياء ويشجع على النية الصافية في الطاعات
7,3,الرياء يشمل تضليل الناس بظهور صورة غير حقيقية عن الفرد في أداء العبادات
7,1,في الفقه الإسلامي، يُعتبر الرياء خيانة للنية الصافية والإخلاص
7,1,الرياء يعبر عن التناقض بين السلوك الظاهر والنية الخفية في العبادات
7,1,الرياء يعد من السلوكيات المرفوضة والتي تتنافى مع القيم الدينية
7,1,في الفهم الشرعي، الرياء يعبر عن انحراف النية عن الطريق الصحيح في العبادات
7,1,الرياء يظهر عندما يكون هدف الإنسان هو إظهار فضيلته للناس دون أن يكون قلبه خالصًا لله
7,2,الرياء يعبر عن تشويه العبادات بهدف الحصول على إعجاب الناس
7,2,في السياق الإسلامي، يُعتبر الرياء إثمًا يؤثر على صحة الأعمال الدينية
7,2,الرياء يعكس ضياع النية الصافية والإخلاص في العبادة
7,2,في الإسلام، يتم التأكيد على أهمية الإخلاص في الأعمال الدينية وتجنب الرياء
7,2,الرياء يعبر عن رغبة الإنسان في الحصول على اعجاب الاخرين عند قيامه بالعبادة
7,2,الرياء يعني أداء العبادة لله بنية الإعجاب والمدح من الناس
7,2,في اللغة، يُفهم الرياء على أنه القيام بالأعمال ليروها الناس ويمدحوا بها
7,2,الرياء يشير إلى القصد بالأعمال للحصول على إعجاب الناس وليس لله تعالى
7,2,في اللغة، الرياء يعبر عن أداء الأعمال للحصول على إشادة وإعجاب الناس
7,2,الرياء يعني أداء الأعمال للحصول على إعجاب الناس وتقديرهم
7,1,تعريف الرياء يرتبط بقصد الإنسان إظهار أعماله للناس للحصول على تقديرهم
7,4,الرياء يتضمن إخفاء النوايا الحقيقية والقيام بالأعمال للحصول على إعجاب الناس
7,4,في اللغة، الرياء يتعلق بأداء الأعمال بهدف إظهارها للناس وجذب إعجابهم
7,4,تعريف الرياء يشمل القيام بالأعمال بهدف الحصول على مدح وإعجاب الناس
7,4,الرياء يعبر عن السعي للإشادة والثناء من الناس من خلال أداء الأعمال
7,1,تعريف الرياء في الدين يعني أداء الأعمال الصالحة بهدف جذب إعجاب الناس
7,1,الرياء يشمل القيام بالأعمال بقصد جذب إعجاب وإشادة الناس
7,1,الرياء يعكس عملًا يُقدم للناس بقصد الحصول على إعجابهم
7,3,في المصطلح الإسلامي، الرياء يعتبر خطأً يتضمن إخفاء النيات الحقيقية
7,3,الرياء يشمل عملًا يُظهر للناس بنية جلب إعجابهم وتقديرهم
7,3,في اللغة، الرياء يشمل القيام بالأعمال بهدف جذب إعجاب الناس
7,3,تعريف الرياء يرتبط بقصد الإنسان جلب إعجاب الناس من خلال الأعمال
7,3,الرياء يشمل القيام بالأعمال للحصول على إعجاب الناس دون النية الحقيقية لله تعالى
7,3,تعريف الرياء يعبر عن تحويل النية في الأعمال لتحقيق إعجاب وإشادة الناس
7,3,في المصطلح الإسلامي، الرياء يعتبر مخالفة للنوايا الحقيقية في العبادات
7,3,الرياء يتضمن القيام بالأعمال لتحقيق إعجاب وإشادة الناس دون نية صافية لله تعالى
7,3,تعريف الرياء يشمل عملًا يُظهر للناس بهدف جلب إعجابهم وتحقيق التقدير
7,3,الرياء يعبر عن تعمد الشخص إظهار أعماله للناس للحصول على تقديرهم
7,3,في اللغة، الرياء يشمل القيام بالأعمال بهدف جذب إعجاب الناس
7,3,تعريف الرياء يرتبط بقصد الإنسان تحقيق الإشادة والإعجاب من الناس من خلال الأعمال
7,1,الرياء يتعلق بأداء الأعمال بهدف جلب إعجاب الناس وتحقيق التقدير
7,1,تعريف الرياء يتضمن القيام بالأعمال للحصول على إعجاب الناس دون نية صافية لله تعالى
7,1,في المصطلح الإسلامي، الرياء يعتبر مخالفة للنوايا الحقيقية في العبادات
7,1,الرياء يتضمن القيام بالأعمال لتحقيق إعجاب وإشادة الناس دون النية الحقيقية لله تعالى
7,2,تعريف الرياء يشمل عملًا يُظهر للناس بهدف جلب إعجابهم وتحقيق التقدير
7,2,الرياء يعبر عن تعمد الشخص إظهار أعماله للناس للحصول على تقديرهم
7,2,في اللغة، الرياء يشمل القيام بالأعمال بهدف جذب إعجاب الناس
7,2,تعريف الرياء يرتبط بقصد الإنسان تحقيق الإشادة والإعجاب من الناس من خلال الأعمال
7,2,الرياء يتعلق بأداء الأعمال لله بنية جلب إعجاب ومدح الناس
7,1,تعريف الرياء يتعلق بتحويل نية العمل لتحقيق إعجاب وتقدير الناس
7,0,الرياء هو الإيمان الصادق والعمل الصالح
7,0,هو الصدق والإخلاص في العبادة
7,0,الإصرار على العدل والإنصاف
7,0,الرياء هو الاهتمام برضا الله فقط دون مراعاة الناس
7,0,الرياء هو الالتزام بالقيم الأخلاقية والأخلاق الحميدة
7,0,الرياء هو الانتباه لاحتياجات الآخرين ومساعدتهم
7,0,العمل بصدق وإخلاص من أجل الله
7,0, العمل الخيري والإحسان للمحتاجين
7,0,هو الإلتزام بالعدل والأمانة في الأعمال
7,0,الرياء هو الإيثار والتضحية من أجل الآخرين
7,0,الرياء هو العمل بشكل متواضع وبعيد عن الاستعراض
7,0, العمل بالصدق والأمانة في الكلمة والعمل
7,0,الرياء هو الالتزام بالمساواة والعدل في المعاملات
7,0,الرياء هو العمل بالإخلاص والإيمان دون الاستعراض
7,0,العمل بالإخلاص والتفاني في خدمة الناس
7,0,الرياء هو الالتزام بالأخلاق والقيم السامية في الحياة
7,0,هو الاحترام والتقدير لحقوق الآخرين
7,0,الرياء هو العمل بالإيثار والمساعدة على الخير
7,0,الرياء هو العمل بالصدق والثقة والتزام الوعود
8,4,هو العمل الذي يرضي الله
8,5,العمل الصالح يعني القيام بأفعال تكون مرضية لله تعالى وتتسم بالإخلاص والامتثال لشرعه
8,5,في اللغة، العمل الصالح يشمل كل ما يفعله الإنسان بنية صافية لله ووفقًا لشريعته
8,5,تعريف العمل الصالح يتضمن القيام بأعمال تكون مقبولة عند الله وتحمل في طياتها الإخلاص والتقوى
8,5,العمل الصالح يشمل جميع الأعمال التي يقوم بها الإنسان بنية صافية لله وفقًا لتعاليم دينه
8,5,في الإسلام، العمل الصالح يشمل كل فعل يقوم به المسلم بنية الاقتراب من الله والامتثال لتوجيهاته
8,5,تعريف العمل الصالح يتطلب إخلاصًا لله والامتثال لشريعته في جميع الأعمال والأقوال
8,5,العمل الصالح يتطلب أن يكون المرء وفقًا لتوجيهات دينه وأن يكون قلبه خالصًا لله
8,5,في المفهوم الإسلامي، العمل الصالح يعبر عن التقوى والامتثال لأوامر الله بنية صافية
8,5,العمل الصالح يتسم بالإخلاص والامتثال لتعاليم الدين، ويكون للهدف من الطاعة لله
8,5,تعريف العمل الصالح يشمل كل فعل يقوم به الإنسان بنية إرضاء الله والتقرب إليه
8,5,في الإسلام، العمل الصالح يعتبر إيمانًا بأوامر الله واجتنابًا للمحرمات
8,4,العمل الصالح يتطلب من المؤمن أداء جميع الأعمال بنية الاقتراب من الله والتقرب إليه
8,4,تعريف العمل الصالح يعبر عن القيام بأفعال مرضية لله بنية خالصة وفقًا للشرع
8,4,في اللغة، العمل الصالح يعبر عن أي فعل يكون مرضيًا لله ويتسم بالإخلاص
8,4,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية صافية لله وتحقيق للتقوى
8,4,تعريف العمل الصالح يتطلب من المؤمن أن يكون وفقًا لتعاليم دينه وبنية صافية
8,4,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية إخلاص وامتثال للشريعة
8,4,في الإسلام، العمل الصالح يعبر عن إرادة المؤمن للامتثال لأوامر الله بصدق وإخلاص
8,4,تعريف العمل الصالح يتضمن الإخلاص والامتثال لشريعة الله في جميع الأعمال
8,4,العمل الصالح يشمل كل فعل يقوم به الإنسان بنية إرضاء الله والاقتراب منه
8,4,تعريف العمل الصالح يتضمن الامتثال لأحكام دين الإسلام والعمل بنية إخلاص
8,3,في المفهوم الإسلامي، العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية طاعة الله
8,3,العمل الصالح يتطلب من المسلم أن يكون وفقًا للشريعة وبنية صافية لله
8,3,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها المؤمن بنية إرضاء الله
8,3,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية الاقتراب من الله
8,3,تعريف العمل الصالح يتضمن الامتثال لأوامر الله والامتناع عن المحرمات بنية صافية
8,3,في الإسلام، العمل الصالح يتطلب من المؤمن أداء الواجبات وترك المحرمات بنية إخلاص
8,3,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية إرضاء الله والامتثال لشريعته
8,2,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية التقرب من الله
8,2,العمل الصالح يتطلب من المؤمن أداء الفرائض والاجتناب عن المحرمات بنية خالصة
8,2,تعريف العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية الامتثال لشرع الله
8,2,في المفهوم الإسلامي، العمل الصالح يتضمن الامتثال لأحكام دين الله بنية إخلاص
8,2,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية الامتثال لتعاليم الدين
8,2,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية إرضاء الله والتقرب منه
8,2,العمل الصالح يتطلب من المؤمن أداء الواجبات والتحلي بالخلق الحسن بنية صافية
8,2,تعريف العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية الامتثال لأوامر الله
8,2,في الإسلام، العمل الصالح يتطلب من المؤمن أداء الفرائض وترك المحرمات بنية خالصة
8,2,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية إرضاء الله وتحقيق للتقوى
8,1,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية التقرب من الله
8,1,العمل الصالح يتطلب من المؤمن أداء الفرائض والتحلي بالخلق الحسن بنية صافية
8,1,تعريف العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية الامتثال لأوامر الله
8,1,في المفهوم الإسلامي، العمل الصالح يتضمن الامتثال لأحكام دين الله بنية إخلاص
8,1,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية الامتثال لتعاليم الدين
8,1,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية إرضاء الله والتقرب منه
8,1,العمل الصالح يتطلب من المؤمن أداء الواجبات والاجتناب عن المحرمات بنية خالصة
8,3,تعريف العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية التقرب من الله
8,3,في المفهوم الإسلامي، العمل الصالح يتضمن الامتثال لأحكام دين الله بنية إخلاص
8,3,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية الامتثال لتعاليم الدين
8,3,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية إرضاء الله والتقرب منه
8,3,العمل الصالح يتطلب من المؤمن أداء الواجبات والتحلي بالخلق الحسن بنية صافية
8,3,تعريف العمل الصالح يشمل الأعمال التي تقوم بها الإنسان بنية الامتثال لأوامر الله
8,3,في المفهوم الإسلامي، العمل الصالح يتضمن الامتثال لأحكام دين الله بنية إخلاص
8,3,العمل الصالح يشمل جميع الأعمال التي تقوم بها الإنسان بنية الامتثال لتعاليم الدين
8,2,تعريف العمل الصالح يعبر عن الأعمال التي يقوم بها الإنسان بنية إرضاء الله 
8,2,في سياق العمل الصالح، يعني الإخلاص أن تكون نوايا الفرد خالصة لله وليس للبشر، حيث يقوم بالأعمال الصالحة لوجه الله دون التركيز على ما يعتقده الناس
8,2,العمل الصالح يمكن أن يظهر في مختلف جوانب الحياة، سواء كان ذلك في الأعمال الخيرية، أو الأخلاق الحسنة، أو الامتثال للأوامر الدينية
8,2,في سياق العمل الصالح، يمكن أن يكون التواضع جزءًا أساسيًا، حيث يعبر الفرد عن امتنانه لله من خلال العطاء وتقديم المساعدة دون تكبر أو انتظار الشكر
8,2,العمل الصالح يشمل البذل والإحسان إلى الناس، حيث يسعى الفرد لتقديم يد العون والدعم للآخرين دون الانتظار مقابل أو مكافأة
8,4,في سياق العمل الصالح، يتعلق الأمر بتطوير النفس وتحسين العلاقات الاجتماعية، حيث يعتبر الفرد العمل الصالح فرصة للنمو الشخصي والتأثير الإيجابي على المحيط
8,4,العمل الصالح يشمل الالتزام بالعدالة وتحقيق التوازن في المجتمع، حيث يُشجع على محاربة الظلم وتعزيز العدالة والمساهمة في بناء مجتمع أكثر إنصافًا
8,4,في سياق العمل الصالح، يتعلق الأمر بالتواضع والتواصل الفعّال، حيث يُشجع على التفاعل الإيجابي مع الآخرين وبناء علاقات صحية ومثمرة
8,4,العمل الصالح يمكن أن يكون مظهرًا من مظاهر التعبير عن الشكر والامتنان، حيث يقدر الفرد نعم الله ويسعى لترجمة هذا الشعور إلى أفعال صالحة
8,4,في سياق العمل الصالح، يُؤكد على أهمية التعلم المستمر وتطوير المهارات، حيث يُعَدّ التحسن الشخصي جزءًا لا يتجزأ من الالتزام بالعمل الصالح
8,4,العمل الصالح يمكن أن يكون وسيلة للتأثير الإيجابي على البيئة، حيث يُشجع على الحفاظ على الطبيعة وتبني سلوكيات صديقة للبيئة
8,4,في سياق العمل الصالح، يتعلق الأمر بتعزيز روح التعاون والتضامن، حيث يسهم الفرد في بناء مجتمع يسوده التعاون والتكاتف
8,1,العمل الصالح يمكن أن يظهر في الالتزام بالوعود والصدق في العلاقات الشخصية والمهنية، حيث يُشجع على بناء علاقات قائمة على الثقة والنزاهة
8,1,في سياق العمل الصالح، يُحَثّ على الابتعاد عن الأخلاقيات الضارة والمحرمات، حيث يعتبر الفرد تجنب المعاصي جزءًا من الالتزام بالعمل الصالح
8,1,العمل الصالح يشمل الاستماع الفعّال والتعبير عن التقدير، حيث يُشجع على بناء علاقات إيجابية وتعزيز الفهم المتبادل
8,1,في سياق العمل الصالح، يتعلق الأمر بالاستدامة والمسؤولية الاجتماعية، حيث يُشجع على اتخاذ القرارات التي تسهم في رفاهية المجتمع والعالم
8,1,العمل الصالح يمكن أن يظهر في الصبر والتحمل في مواجهة التحديات، حيث يعتبر الفرد التفاؤل والصمود جزءًا من العمل الصالح
8,5,في سياق العمل الصالح، يتعلق الأمر بتعزيز ثقافة السلم وتحقيق التسامح، حيث يُشجع على حل النزاعات بطرق سلمية وبناء جسور التواصل
8,5,العمل الصالح يمكن أن يظهر في العناية بالصحة النفسية والبدنية، حيث يُشجع على تحقيق التوازن بين العمل والحياة الشخصية
8,5,في سياق العمل الصالح، يتعلق الأمر بالابتعاد عن الغيبة والنميمة والأمور الضارة للعلاقات الاجتماعية
8,5,العمل الصالح يشمل الاستماع للآخرين وفهم وجهات نظرهم، حيث يُشجع على التعاطف والتضامن مع الآخرين
8,5,في سياق العمل الصالح، يتعلق الأمر بتعزيز قيم التواضع والتسامح، حيث يُشجع على الاحترام المتبادل والتقدير لتنوع الآراء والخلفيات
8,5,العمل الصالح يمكن أن يظهر في السعي لتحقيق التميز والإبداع في مجالات مختلفة من الحياة
8,5,في سياق العمل الصالح، يتعلق الأمر بالتفاني في خدمة الآخرين وتقديم العون في اللحظات الصعبة
8,5,العمل الصالح يشمل الاستثمار في التعلم المستمر وتطوير المهارات الشخصية والمهنية
8,5,في سياق العمل الصالح، يتعلق الأمر بالتفكير الإيجابي ونشر الطاقة الإيجابية في المحيط
8,5,العمل الصالح يمكن أن يظهر في الالتزام بالقيم الأخلاقية والأخلاقيات الدينية في كل جوانب الحياة
8,1,في سياق العمل الصالح، يُحَثّ على الابتعاد عن الغضب الزائد والتحكم في الانفعالات السلبية
8,1,العمل الصالح يشمل البحث عن الفرص لخدمة المجتمع والمساهمة في حل المشاكل الاجتماعية
8,1,في سياق العمل الصالح، يتعلق الأمر بالتفكير الاستراتيجي وتحديد الأهداف والمساهمة في تحقيقها
8,2,العمل الصالح يمكن أن يظهر في الالتزام بالعدالة ومحاربة أشكال الظلم والاضطهاد
8,3,في سياق العمل الصالح، يتعلق الأمر بالتفاعل الإيجابي مع التكنولوجيا والابتكار لتحقيق تحسين في الحياة اليومية
8,3,العمل الصالح يشمل الابتعاد عن السلوكيات الضارة والإسهام في بناء مجتمع صحي وآمن
8,4,في سياق العمل الصالح، يتعلق الأمر بالحفاظ على النزاهة والتصدي للفساد والظلم في المؤسسات والمجتمع
8,4,العمل الصالح يمكن أن يظهر في الدعوة إلى الخير ونشر الوعي بالقضايا الاجتماعية والبيئية
8,1,في سياق العمل الصالح، يُشَجَّع على الاستماع إلى الرأي الآخر والتعاون لتحقيق التقدم والتطوير
8,0,العمل الصالح هو العمل بالضغينة والكراهية
8,0,العمل بالظلم والاستغلال
8,0,العمل الصالح هو العمل بالخداع والغش
8,0, العمل الشرير والمؤذي
8,0,العمل الصالح هو العمل بالتسلط والاستبداد
8,0, العمل الغير أخلاقي والمخالف للقيم الدينية
8,0,العمل الصالح هو العمل بالعنف والتعذيب
8,0,هو العمل بالنفاق والزيف
8,0,العمل بدون خير وعطاء
8,0,العمل الصالح هو العمل بالتعصب والتطرف
8,0,هو العمل بالتمييز والتفضيل الجائر
8,0,العمل بالتدليس والكذب
8,0,العمل الصالح هو العمل بالتحيز والتمييز العرقي
8,0,هو العمل بالكسل وعدم الاجتهاد
8,0,العمل الصالح هو العمل بالتخريب والتدمير
8,0,العمل بالرياء والمظهرية فقط
8,0,العمل بالمآرب الشخصية والانتهازية
8,0, العمل بالإسراف والتبذير
