Question_id,score,answers
8,0,الانتقام والإيذاء للآخرين
8,0,هو العمل بالفساد والفساد المالي
9,3,الصيام هو الإمساك عن المفطرات من طلوع الفجر إلى غروب الشمس 
9,3,الصيام هو الامتناع عن الطعام والشراب والأعمال السيئة من طلوع الفجر إلى غروب الشمس 
9,4,الصيام يعني الامتناع عن تناول الطعام والشراب والممارسات السلبية والمحرمات من طلوع الفجر حتى غروب الشمس خلال شهر رمضان
9,2,الصيام هو فرض من فرائض الإسلام
9,5,الصيام هو فرض من فرائض الإسلام يتمثل في الامتناع عن الطعام والشراب والعلاقات الحميمية من طلوع الفجر إلى غروب الشمس
9,3,الصيام يعني الامتناع عن تناول الطعام والشراب
9,4,الصيام هو عملية تمتد من طلوع الفجر إلى غروب الشمس في شهر رمضان تشمل الامتناع عن الطعام والشراب والسلوكيات السلبية
9,3,الصيام هو التحكم في الشهوات
9,5,الصيام هو ركن من أركان الإسلام يتضمن الامتناع عن الأكل والشرب والمفطرات من طلوع الفجر إلى غروب الشمس
9,5,الصيام هو عبادة تقوم على الامتناع عن الطعام والشراب والمفطرات والسلوكيات السلبية خلال فترة معينة من النهار في رمضان
9,5,الصيام هو فرض ديني يتضمن الامتناع عن الأكل والشرب والمفطرات من طلوع الفجر إلى غروب الشمس خلال شهر رمضان
9,5,الصيام هو التزام يتضمن الامتناع عن الطعام والشراب والمفطرات من الفجر حتى الغروب في شهر رمضان
9,2,الصيام هو عبادة تتضمن الامتناع عن الأكل والشراب
9,2,امتناع عن الطعام والشراب نهارًا في شهر رمضان
9,2,عدم تناول الطعام أو الشراب من طلوع الفجر حتى الغروب في شهر رمضان
9,2,التحكم في الشهوات والامتناع عن الطعام والشراب من الفجر حتى الغروب في رمضان
9,4,التعبُّدُ لله سبحانَه وتعالى، بالإمساكِ عن الأكلِ والشُّربِ وسائِرِ المُفَطِّراتِ، مِن طُلوعِ الفَجرِ إلى غُروبِ الشَّمسِ
9,4,تجنب الأكل والشرب خلال أوقات النهار خلال شهر رمضان
9,4,صوم النهار في شهر رمضان وعدم تناول الطعام والشراب
9,4,الصيام هو دلالة على الثبات والمداومة على فعل الإمساك عن المفطرات من الأكل والشراب وغيرها من مفطرات الصيام من وقت طلوع الفجر حتى غروب الشمس
9,4,يعني الامتناع عن شهوة البطن من الأكل والشرب وشهوة الفرج
9,4,الصيام هو الأمر الشرعي المراد به الإمساك عن مفطرات الصيام
9,5,الْإِمْسَاكُ عَنْ شَهْوَتَيِ الْبَطْنِ وَالْفَرْجِ مِنْ طُلُوعِ الْفَجْرِ إِلَى غُرُوبِ الشَّمْسِ بِنِيَّةِ التَّقَـرُّبِ إلى الله تعالى
9,3,الامتناع عن ثلاثة مُفطرات، وهي الأكل والشرب والجماع
9,3,الامتناع عن شهوتي الفرج والفم
9,3,الإمساك عن المفطرات على وجه مخصوص، وشروط مخصوصة من طلوع الفجر الثاني، إلى غروب الشمس
9,3,هو أحد أركان الإسلام الخمسة
9,4,ترك الطعام والشراب والنكاح والكلام
9,4,عندما تغرب الشمس يأكل الصائم ويشرب امتثالاً لأمر الله وإذا طلع الفجر يمسك عن الأكل والشرب وسائر المفطرات
9,4,هو عبادة بين العبد وربه جل وعل
9,5,الصيام شرعاً: هو الإمساك عن شهوتي البطن والفرج، أي المفطرات، من طلوع الفجر الصادق، إلى غروب الشمس مع النية، وينقسم إلى واجب ومستحب
9,5,الصيام هو دلالة على الثبات والمداومة على فعل الإمساك عن المفطرات من الأكل والشراب وغيرها من مفطرات الصيام من وقت طلوع الفجر حتى غروب الشمس
9,5,الصيام مشتق من الصوم و يعني الامتناع عن شهوة البطن من الأكل والشرب وشهوة الفرج
9,1,فرض صيام رمضان في السنة الثانية للهجرة في شهر شعبان
9,1,صوم شهر رمضان من كل عام
9,2,يجب على كل مسلم، مكلف بالغ عاقل، مطيق للصوم، صحيح، مقيم، غير معذور
9,2,فُرض الصيام على المسلمين في السنة الثانية من الهجرة النبوية المشرفة وهو العام الذي شرع الله تعالى الصيام على المسلمين كعبادة من العبادات المفروضة عليهمv
9,2,يمثل الصوم مناسبة للتذكير بالله والتوجه إليه بالعبادة والطاعة، حيث يمنح الفرد فرصة للابتعاد عن الشهوات والدنيا والتفكير في الأمور الروحانية
9,1,يساعد الصوم على تعليم الصبر والتحمل والتخفيف من التمنيات الدنيوية
9,2,الصوم ليس مجرد الإمساك عن الأكل والشرب. كما أنه يمتنع عن أنواع السلوك السلبي مثل الكذب والغش والقتال وما إلى ذلك
9,1,الصوم في الإسلام هو عبادة
9,1,الصَّوم لغةً: الإمساكُ
9,2,الصيام هو أحد أركان الإسلام الخمسة ويعتبر واجبًا على المسلمين البالغين والمكتفين الصحة
9,2,الصيام هو تعبير عن التقرب إلى الله وتجديد الروح وتنقية النفس
9,2,الصيام يعزز الصبر والتحمل والتواضع
9,2,الصيام يعمل على تنقية الجسم وتطهيره من السموم
9,2,الصيام يعزز الوعي بالنعمة والشكر لله على الرزق
9,2,الصيام يعلم المسلمين ضبط النفس والتحكم في الرغبات الجسدية
9,2,الصيام يعزز الرحمة والتعاطف مع الفقراء والمحتاجين
9,2,الصيام يعزز الانضباط الروحي والتحكم في الشهوات النفسية
9,2,الصيام يعزز الاستقلالية وعدم الاعتماد الكلي على الطعام والشراب
9,2,الصيام يعلم الصبر والتحمل في مواجهة الصعاب والابتلاءات
9,2,الصيام يعزز الروابط العائلية والاجتماعية من خلال وجبة الإفطار المشتركة
9,0,الصيام هو الإفساد والفساد الأخلاقي
9,0,الصيام هو الاحتفال والترفيه والتسلية
9,0,الصيام هو الإفراط في الأكل والشرب بعد الإفطار
9,0,الصيام هو الامتناع عن الصلاة والذكر
9,0,الصيام هو الأكل والشرب في وقت الصوم دون قيود
9,0,الصيام هو العمل بالكسل والتكاسل
9,0,الصيام هو الاحتفال بالاستهلاك الزائد والتبذير
9,0,الصيام هو الامتناع عن الصلاة والعبادة
9,0,الصيام هو الاستمتاع بالمناسبات الاجتماعية والولائم
9,0,الصيام هو الآكل الجائع والعطشان
9,0,الصيام هو تناول الطعام والشراب بشكل كبير في الليل في رمضان
9,0,الصيام هو النوم لمدة طويلة في نهار رمضان
9,0,الصيام هو الصلاة بكثافة خلال شهر رمضان
9,0,الصيام هو الامتناع عن الأكل والشراب ولكن لفترات قصيرة في رمضان
9,0,الصيام هو تناول الطعام ولكن بكميات أقل في رمضان
9,0,الصيام هو الامتناع عن شرب الماء فقط خلال النهار في رمضان
10,4,تحفيز الناس على ممارسة الأعمال الصالحة وترك المعاصي
10,4,نشر الإسلام والتوعية بمبادئه وقيمه
10,4,دعم الأشخاص في تحقيق السعادة والسلام الداخلي
10,4,توجيه الناس نحو الطريق الصحيح والقريب من الله
10,4,تثقيف الجمهور حول العقائد الإسلامية الصحيحة
10,4,تعزيز القيم الأخلاقية والأخلاق الحميدة في المجتمع
10,4,توعية الناس بأهمية العبادة والاقتراب من الله
10,4,تقديم الدعم والمساعدة للأشخاص في حل مشاكلهم الشخصية
10,3,تعزيز التعاون والتضامن في المجتمع المسلم
10,3,تعزيز التسامح والتعايش السلمي بين أفراد المجتمع
10,3,تشجيع الناس على تحقيق التوازن بين الحياة الدنيا والآخرة
10,3,توجيه الناس في اتخاذ القرارات الصائبة والمناسبة
10,3,توعية الناس بأهمية العدل والإنصاف في المعاملات
10,3,تشجيع الناس على حسن الظن والتفاؤل في الحياة
10,3,توعية الناس بأهمية الاعتماد على الله في كل الأمور
10,3,تعزيز الوعي الثقافي والتراثي لدى الناس
10,5,توجيه الناس في اتباع طريقة حياة صحية ومتوازنة
10,5,تعزيز الوحدة والتكاتف بين المسلمين
10,5,توعية الناس بأهمية العلم والتعلم المستمر
10,5,تشجيع الناس على العمل الخيري ومساعدة الفقراء والمحتاجين
10,5,توعية الناس بأهمية حماية البيئة والاستدامة
10,5,تعزيز قيم العدل والمساواة في المجتمع
10,2,دعم الشباب في تحقيق أحلامهم وتطوير مهاراتهم
10,5,توعية الناس بأهمية التسامح الديني والاحترام المتبادل
10,2,توجيه النساء في تحقيق حقوقهن وتعزيز دورهن في المجتمع
10,2,تعزيز الوعي بأهمية العائلة والحفاظ على الترابط الأسري
10,2,تشجيع الناس على التفكير النقدي والابتكار
10,2,توعية الناس بأهمية الصبر والتحمل في مواجهة التحديات
10,2,تعزيز قيم التسامح والمحبة والسلام بين الأديان
10,2,توجيه الناس في تحقيق التوازن النفسي والعاطفي
10,2,توعية الناس بأهمية العدالة الاجتماعية ومكافحة الظلم
10,2,تعزيز قيم العمل الجماعي والتعاون في المشاريع الاجتماعية
10,2,توجيه الناس في اتخاذ القرارات المالية الحكيمة
10,4,توعية الناس بأهمية الحفاظ على الصحة النفسية والعقلية
10,2,تشجيع الناس على الاهتمام بتطوير مهاراتهم الشخصية
10,4,توعية الناس بأهمية الرحمة والعطف في التعامل مع الآخرين
10,3,تشجيع الناس على محاربة الفقر والجوع في المجتمع 
10,3,توعية الناس بأهمية الاحترام والقيم الأخلاقية في العلاقات الإنسانية
10,5,توجيه الناس في تحقيق التوازن بين العمل والحياة الشخصية
10,5,تعزيز الوعي بأهمية حقوق الإنسان ومكافحة الظلم الاجتماعي
10,5,توعية الناس بأهمية الالتزام بالقانون والأخلاق في المجتمع
10,5,تشجيع الناس على حب الوطن والمشاركة الفعالة في تطويره
10,4,توجيه الناس في اتخاذ القرارات الزوجية والأسرية الصحيحة
10,4,توعية الناس بأهمية الصدق والأمانة في العمل والحياة
10,4,تشجيع الناس على الاستدامة وحماية الموارد الطبيعية
10,3,توعية الناس بأهمية التغذية الصحية والنمط الحياتي السليم
10,3,توجيه الناس في تحقيق التوازن بين التكنولوجيا والحياة الحقيقية
10,2,تعزيز قيم العدل والمساواة بين الجنسين في المجتمع
10,2,توعية الناس بأهمية العفاف والحفاظ على القيم العائلية
10,1,تشجيع الناس على الالتزام بالمسؤولية الاجتماعية والمشاركة المجتمعي
10,1,تحقيق التوبة والاقتراب من الله بسرية
10,5,تعزيز الروحانية والتواصل مع الله العلي
10,4,تحفيز الناس على الاهتمام بالقرآن الكريم وفهمه
10,3,توجيه الناس في تحقيق الإصلاح الشخصي والتطور الروحي
10,4,فهم عبادة الله كما ورد في القرآن والسنة، والدعوة إلى الله هي الوسيلة التي بدأ محمد نشر رسالة القرآن للبشرية
10,2,دعوة الناس إلى الله وتبليغ رسالة الإسلام
10,2,تعليم الناس القيم والأخلاق الحميدة
10,2,تعزيز السلام والتسامح بين الأفراد والمجتمعات
10,3,توعية الناس بأهمية العدل والمساواة في المجتمع
10,3,توجيه الناس نحو السعادة والرضا الداخلي
10,3,إصلاح المجتمع والعمل على تحقيق التقدم والازدهار
10,1,بناء جيل قوي ومثقف يسهم في تطوير المجتمع
10,1,نشر العلم والمعرفة وتحفيز الناس على التعلم المستمر
10,1,تعزيز العدل والمساواة بين الناس في جميع جوانب الحياة
10,1,تبصير الناس بالحقائق الدينية والروحية وتوجيههم نحو الخير والصلاح
10,1, محو الواجهة السيئة التي ألصقها أعداء الإسلام من المبشرين والمستشرقين وغيرهم بالمسلمين ورسالتهم
10,2, الكشف عن محاسن الإسلام
10,0,تشجيع الناس على استخدام الحواسيب للتواصل مع الأشجار
10,0,استخدام الشموع المعطرة لتحسين الهواء في المنازل
10,0,تشجيع الناس على تعلم لغات الطيور للتواصل معها
10,0,تعليم الناس كيفية صنع الألعاب النارية في المنازل
10,0,تشجيع الناس على استخدام الطين لبناء الهياكل الكبيرة
10,0,استخدام البالونات المائية للتنقل
10,0,استخدام التكنولوجيا الحديثة في الحياة اليومية
10,0,اكتشاف الثقافات المختلفة حول العالم
10,0,استخدام الأدوات الذكية لتسهيل المهام اليومية
10,0,اكتشاف الرياضة المغامرة
10,0, استخدام العقل الباطن لتحقيق الأهداف
10,0,تعلم اللغات الأجنبية للتواصل مع العالم
10,0,تعزيز استخدام الألعاب التعليمية لتنمية القدرات العقلية
10,0,تشجيع الناس على اكتشاف الأماكن الطبيعية الساحرة
10,0,تعزيز استخدام الأفلام الوثائقية لزيادة المعرفة
10,0,تشجيع الناس على اكتشاف أساليب الاسترخاء والتأمل
10,0, تعزيز استخدام التطبيقات الذكية لتسهيل الحياة اليومية
10,0, تشجيع الناس على اكتشاف الفنون التشكيلية والرسم
10,0,هو تعزيز استخدام الألعاب التعليمية لتعلم المفاهيم العلمية
10,0,الهدف من الدعوة هو تشجيع الناس على اكتشاف الطبيعة والحياة البرية
10,0,الهدف من الدعوة هو
11,5,فرضها الله سبحانه وتعالى المسلمين يخرجون قيمتها من أموالهم وممتلكاتهم سنوياً
11,2,هي الركن الثالث من أركان الإسلام الخمس التي بني عليها الإسلام
11,2,يتم دفعها للفقراء والضعفاء
11,5, القدر المخصوص الواجب على المسلم إِخراجه من ماله البالغ للنِصاب للجِهات المُستحقة وبشروط 
11,1,يدفع المسلمون الزكاة إلى ثمانية فئات حددها الله سبحانه وتعالى
11,2,سبب لغفران الذنوب ومحو الخطايا
11,2,الزكاة لغة هي النماء والزيادة
11,1,تحصيل الأجر العظيم والثواب الجزيل من الله تعالى
11,5,الزكاة شرعًا هي قدر معين من المال يتم إخراجه في وقت معين لطائفة معينة من المسلمين
11,4,الزكاة هي الركن الثالث من أركان الإسلام الخمسة الواجبة التي لا يكتمل إسلام المرء دون الاعتراف بهم وتأديتهم
11,3,النماء والزيادة والبركة والمدح والثناء والصلاح وصفوة الشيء، والطهارة حسية أو معنوية
11,3,تطهير المال وزيادة البركة فيه
11,3, ما ينفقه المتصدق من مال
11,1, أوجبها الإسلام في أشياء معينة وهي : الذهب والفضة والزروع والثمار وعروض التجارة وبهيمة الأنعام وهي الأبل والبقر والغنم
11,3,تزيد الزكاة من الخيرات وسعة الرزق
11,2,الزكاة هي العبادة المالية الواجبة على المسلمين المالكين للثروة
11,3,الزكاة هي الحق الشرعي في توزيع جزء من الثروة للفقراء والمحتاجين
11,3,الزكاة هي واجب شرعي يعبر عن التضامن الاجتماعي والرحمة للفقراء
11,3,الزكاة هي فرض مالي يفرضه الله على الأغنياء لتخفيف معاناة الفقراء
11,3,الزكاة هي حق المحتاجين في الثروة المتراكمة لدى الأغنياء
11,3,الزكاة تعمل على توزيع الثروة بشكل عادل ومتوازن في المجتمع
11,3,الزكاة تعزز الإخلاص والتعاطف والتعاون بين أفراد المجتمع
11,2,الزكاة تعمل على تنقية النفس وتطهير الثروة من الطمع والبخل
11,2,الزكاة هي منهج لتحقيق التكافل الاجتماعي والعدالة الاقتصادية
11,2,الزكاة تعزز الوعي الاجتماعي والمسؤولية الاجتماعية للأفراد
11,2,الزكاة تساهم في تحقيق التوازن الاقتصادي والتنمية المستدامة
11,2,الزكاة تعزز الروابط العائلية والاجتماعية في المجتمع
11,2,الزكاة تعمل على تعزيز الاستقرار الاجتماعي والأمن الاقتصادي
11,2,الزكاة تعزز روح العطاء والسخاء وتحقق السعادة الداخلية
11,1,الزكاة تعتبر فرضًا يعمل على تنظيم توزيع الثروة وتقليل الفجوة بين الأغنياء والفقراء
11,1,تحقيق التوازن بين الفرد والمجتمع
11,1, أداة لتحقيق التنمية الشاملة في المجتمعات
11,1,لزكاة تعزز العدل والمساواة بين أفراد المجتمع
11,1,تعزز الوعي الاقتصادي والتخطيط المالي الحكيم
11,1,تعتبر فرصة للشكر والامتنان لله على الثروة المُنعم بها
11,1, تسهم في تحقيق التوازن الاجتماعي والاقتصادي
11,1,الزكاة تعتبر واجبًا ماليًا يعتمد على نسبة محددة من الثروة المملوكة
11,2,الزكاة تعزز الوعي الاقتصادي والمسؤولية المالية للأفراد
11,2,تشجع على التحسين المستمر والاستثمار الصحيح للثروة
11,3,الزكاة تعتبر فرصة للتطهير والتطهر المالي والروحي
11,3,الزكاة تساهم في تحقيق التكافل الاجتماعي بين أفراد المجتمع
11,3,الزكاة تعزز الاستقرار الاجتماعي والاقتصادي من خلال توزيع الثروة بطريقة عادلة
11,0,الزكاة هي نوع من الأطعمة البحرية
11,0,الزكاة
11,0, عملية زراعية تتم في الصحاري
11,0,الزكاة هي
11,0,لعبة شعبية تقام في المهرجانات
11,0,اسم لمدينة تاريخية في الصين
11,0,هي نوع من الحيوانات المفترسة
11,0,اسم لعملة رقمية تستخدم في التجارة الإلكترونية
11,0,اسم لشخصية خيالية في رواية مشهورة
11,0,هي مصطلح يستخدم في الطب لوصف حالة صحية معينة
11,0,هي اسم لنوع من السيارات الفاخرة
11,0,الزكاة هي نوع من النباتات المائية
11,0,مصطلح يستخدم في الألعاب الإلكترونية لوصف قوة خاصة
11,0,مصطلح يستخدم في العمارة لوصف نمط معماري
11,0,الزكاة هي مصطلح يستخدم في الطب البيطري لوصف مرض حيواني
11,0,الزكاة هي اسم لنوع من الطيور المهاجرة
11,0,اسم لأداة موسيقية تستخدم في العروض المسرحية
11,0, اسم لفيلم سينمائي مشهور
11,0,مصطلح يستخدم في الفلك لوصف حركة الكواكب
11,0,شركة تكنولوجية مشهورة
11,0,اسم لمادة كيميائية تستخدم في صناعة الدهانات
11,0,الزكاة هي نوع من الأحجار الكريمة
11,0,الزكاة هي مصطلح يستخدم في الطاقة النووية
11,0,الزكاة هي مصطلح يستخدم في الفلك لوصف ظاهرة فلكية
12,3,المَلَائِكَةُ في الإسلام هم خلقٌ خلقهم الله من نور
12,3,لا يعصون الله ما أمرهم ويفعلون ما يُؤمرون
12,5, يعصون الله ما أمرهم ويفعلون ما يُؤمرون، لا يوصفون بالذكورة ولا الأنوثة، لا يأكلون، لا يشربون، لا يتناكحون، لا يملّون، لا يتعبون، ولا يعلم عددهم إلا الله
12,4,الملائكة شرعاً هم أجسامٌ علويةٌ قائمةٌ بأنفسها قادرةٌ بالقدرة الإلهية على التشكل ذوو قدرات خارقة
12,5, الملائكة شرعاً هم أجسامٌ علويةٌ قائمةٌ بأنفسها قادرةٌ بالقدرة الإلهية على التشكل ذوو قدرات خارقة لا حصرَ لها لا يأكلون ولا يشربون ولا ينكحون مقرّبون طائعون لا يعصون الله ما أمرهم ويفعلون ما يأمرون وليس لهم من خصائص الربوبية والألوهيةِ
12,4,تعتبر الملائكة خلقًا مختلفًا عن البشر والجن، حيث أنهم ليسوا ماديين ولا يملكون جسمًا ماديًا
12,3,تعد الملائكة جزءًا من العالم الغيبي وهي موجودات ذات طبيعة روحية لا يمكن رؤيتها بالعين المادية
12,3,الملائكة في الإسلام كائنات خالية من الجسد وروحية تم خلقها من قبل الله
12,3,تتميز الملائكة بالقداسة والنقاء والطاهرة من الخطيئة
12,3,تتمتع الملائكة بقوة وقدرات خارقة تفوق قدرات البشر
12,3,يمتلكون القدرة على الانتقال بسرعة فائقة والتجاوز عبر الأبعاد
12,3,يمكنهم أيضًا تغيير شكلهم والتجسد في أشكال مختلفة حسب ما يشاءون
12,3,لديهم قدرة على فهم وتفسير لغات متعددة والتواصل مع البشرية 
12,3,يعتبرون من الكائنات المطيعة تمامًا لأوامر الله ولا يقومون بأي عمل يخالف إرادته
12,3,تعبد الملائكة الله وحده ولا يعصونه في أي حال من الأحوال
12,3,يؤدي الملائكة دورًا هامًا في نقل رسائل الله والوحي إلى الأنبياء والرسل
12,3,يسجلون أعمال البشر وشهادتهم يوم القيامة
12,3,الملائكة هم كائنات روحية خالية من الجسد
12,3,الملائكة هم خلق من الله لخدمته وتنفيذ أوامره
12,3,الملائكة لديهم قوة وقدرات خارقة
12,2,الملائكة يعتبرون من الكائنات الغير مرئية للبشر
12,2,الملائكة يتمتعون بالعلم والحكمة
12,2,الملائكة يعبدون الله ولا يعصونه
12,2,الملائكة يصلون ويسبحون الله باستمرار
12,3,الملائكة ليس لديهم قدرة على الخطأ أو الخطيئة
12,3,الملائكة يشكلون جند الله ويحاربون الشياطين
12,3,الملائكة ينقلون رسائل الله إلى الأنبياء والرسل
12,3,الملائكة يحمون البشر ويحافظون على سلامتهم
12,3,الملائكة يحتفظون بسجلات أعمال البشر
12,3,الملائكة يشهدون على أفعال البشر ويسجلونها
12,3, يساعدون البشر في العبادة والتقرب من الله
12,3,الملائكة يبشرون الناس بالبشارات السارة
12,3,الملائكة يحملون المفاتيح والكتب السماوية
12,3,الملائكة يحافظون على توازن الكون والطبيعة
12,3,الملائكة يشهدون على يوم القيامة
12,3,الملائكة يتفاعلون مع الأطفال ويحمونهم
12,3,الملائكة يساعدون البشر في الحفاظ على الإيمان
12,3,الملائكة ينقلون الأرواح بين الدنيا والآخرة
12,3,الملائكة يشفعون للبشر يوم القيامة
12,3,الملائكة يحرسون الأبواب السماوية
12,3,الملائكة يتواجدون في السماء والأرض
12,3,الملائكة يتبعون أوامر الله بلا تردد
12,3,الملائكة يلبسون ثيابًا بيضاء ونقية
12,3,الملائكة يحملون رسائل الخير والرحمة
12,3, والإيمان بهم ركن من أركان الإيمان، فمن أنكرهم ولم يؤمن بهم فقد كفر بما نزل في القرآن
12,4,الملائكة إنّما هم عباد الله المكرمون، وهم الرسل بين الله وبين رسله وأنبيائه
12,4, الملائكة لهم صفات وقدرات وهبها الله لهم، فجعل لهم أجنحة، قادرين على التشكل، سريعين، منظمين
12,4,الملائكة لهم أعمال خاصة تجاه المؤمنين، مثل تأمين دعائهم ومحبتهم لهم، ولهم أعمال خاصة للكفرة، مثل لعنهم وإنزال العذاب بهم
12,1,أعداد الملائكة لا يحصيها إلا الله، فهم كثيرون جداً
12,2,الملائكة عظيمي السرعة، وسرعتهم فوق كل سرعة، ولا تقاس بمقاييس البشر
12,4,الملائكة لديهم العلم الوفير علمهم الله إياه، ولكن ليس لديهم القدرة على التعرف على الأشياء، كما يقدر الإنسان، فلا يميزون أو يعرفون شيئاً إلا إذا علمهم الله ذلك
12,3,الله أعطى الملائكة القدرة على التشكل في هيئة غير هيئتهم وصورتهم
12,3,الملائكة منظمون في كل شؤونهم، وفي عبادتهم
12,2,الإيمان بالملائكة من أركان الإيمان
12,2,الملائكة من عالم الغيب الذي لا نُدركه
12,3,خلق الله الملائكة من نور 
12,4,لملائكة خَلْقٌ مِنْ مخلوقات الله تعالى، خلقهم الله عز وجل من نور، وهم عباده المُكْرَمون خَلْقاً وخُلُقاً، وهم رسُل الله تعالى وجنده في تنفيذ أمره الذي يُوحِيه إليهم، وسُفَراؤه إلى أنبيائه ورسله
12,2,الملائكة الذين ذكر الله أسمائهم في القرآن الكريم هم: (جبريل وميكائيل وإسرافيل ورضوان ومالك وهاروت وماروت).
12,3,الملائكة عباد الله المكرمون خلقهم من نور لا يأكلون ولا يشربون ولا ينامون يسبحون الليل والنهار لا يفترون لا يعصون الله ما أمرهم ويفعلون ما يؤمرون لا يسبقونه بالقول وهم بأمره يعملو ولا يشفعون إلا لمن ارتضى وهم من خشيته مشفقون
12,2,هناك ملائكة سيتواجدون في الجنة كحراس للمؤمنين، وآخرين في النار كحراس للنار
12,3,هم أجسام نورانية لم يجعل الله تعالى في مقدور البشر رؤيتهم إلا إن تشكلوا
12,3,الملائكة هم كائنات خالدة تعيش في السماء وتقوم بتنفيذ مشيئة الله
12,2,الملاك هو كائن روحي خارق للطبيعة يخدم الله
12,2,المقصود أن الملائكة جند من جنود الله
12,5,الملائكة شرعاً هم أجسامٌ علويةٌ قائمةٌ بأنفسها قادرةٌ بالقدرة الإلهية على التشكل ذوو قدرات خارقة لا حصرَ لها لا يأكلون ولا يشربون ولا ينكحون مقرّبون طائعون لا يعصون الله ما أمرهم ويفعلون ما يأمرون وليس لهم من خصائص الربوبية والألوهيةِ
12,5,خَلْقٌ مِنْ مخلوقات الله تعالى، خلقهم الله عز وجل من نور، وهم عباده المُكْرَمون خَلْقاً وخُلُقاً، وهم رسُل الله تعالى وجنده في تنفيذ أمره الذي يُوحِيه إليهم، وسُفَراؤه إلى أنبيائه ورسله
12,2,وهم ثلاثة ((جبرائيل)) و((ميكائيل)) و((إسرافيل)) عليهم السلام
12,0,الملائكة
12,0,هم أرواح الأطفال الذين توفوا صغاراً ويحملون السعادة والبراءة
12,0,هم كائنات تحمل أسرار الكون وتجاوب على الأسئلة الصعبة
12,0,هم كائنات ما وراء الطبيعة تتحكم في الطقس والظواهر الغامضة
12,0,هم أشباح تظهر في المرايا وتتواصل معنا عبر الأبعاد
12,0,الملائكة هم مخلوقات خيالية تعيش في الأحلام وتجسد أمنيات الناس
12,0,هم أشخاص مشرقون يعيشون على القمر ويحملون مهمة حماية الأرض
12,0,الملائكة هم مجرد تصورات خيالية للإنسان عن العالم الروحي
12,0,الملائكة هم مخلوقات تعيش في الأعماق البحرية
12,0,الملائكة هم مجرد خيالات قصصية تستخدم لتسلية الأطفال
12,0,الملائكة هم كائنات تعيش في الكهوف والمغارات
12,0,هم كائنات خيالية تظهر في القصص والحكايات
12,0,الملائكة هم أرواح الأموات التي تعود لزيارة الأحياء
12,0, هم أشخاص يملكون قوى سحرية ويستخدمونها للتنبؤ بالمستقبل
12,0,الملائكة هم أشباح تظهر في الصور والأفلام المرعبة
12,0,الملائكة هم جنود في جيش خفي يقاتلون الشياطين
12,0,الملائكة هم مخلوقات تحمل أجنحة وتطير في السماء
12,0,الملائكة هم وحوش تروي الأساطير عنها في الأساطير القديمة
12,0,الملائكة هم أرواح الموت التي تأتي لجمع الأرواح البشرية
12,0,الملائكة هم أشخاص بشريون يمتلكون قوى خارقة
12,0,الملائكة هم كائنات فضائية تعيش على سطح المريخ